Date,Time,vRMS(mm/s),aRMS(g),aPeak(g),Temperature(â„ƒ)
2024-09-12,16:32:49,119,0.62,1.62,31
2024-09-12,16:32:49,118,0.62,1.62,31
2024-09-12,16:32:49,118,0.62,1.62,31
2024-09-12,16:32:49,123,0.66,1.62,31
2024-09-12,16:32:49,123,0.66,1.62,31
2024-09-12,16:32:49,125,0.67,1.62,31
2024-09-12,16:32:49,125,0.67,1.62,31
2024-09-12,16:32:49,123,0.66,1.62,31
2024-09-12,16:32:49,123,0.66,1.62,31
2024-09-12,16:32:49,121,0.65,1.62,31
2024-09-12,16:32:49,119,0.63,1.62,31
2024-09-12,16:32:49,119,0.63,1.62,31
2024-09-12,16:32:50,118,0.63,1.62,31
2024-09-12,16:32:50,118,0.63,1.62,31
2024-09-12,16:32:50,118,0.63,1.62,31
2024-09-12,16:32:50,118,0.63,1.62,31
2024-09-12,16:32:50,118,0.63,3.06,31
2024-09-12,16:32:50,119,0.62,3.06,31
2024-09-12,16:32:50,119,0.62,3.06,31
2024-09-12,16:32:50,119,0.62,3.06,31
2024-09-12,16:32:50,118,0.61,3.06,31
2024-09-12,16:32:50,118,0.61,3.06,31
2024-09-12,16:32:50,118,0.61,3.06,31
2024-09-12,16:32:50,116,0.6,3.06,31
2024-09-12,16:32:50,116,0.6,3.06,31
2024-09-12,16:32:50,114,0.59,3.06,31
2024-09-12,16:32:50,114,0.59,3.06,31
2024-09-12,16:32:50,114,0.59,3.06,31
2024-09-12,16:32:50,116,0.61,3.06,31
2024-09-12,16:32:50,116,0.61,3.06,31
2024-09-12,16:32:50,116,0.6,3.06,31
2024-09-12,16:32:50,114,0.6,3.06,31
2024-09-12,16:32:50,114,0.6,3.06,31
2024-09-12,16:32:50,114,0.6,3.06,31
2024-09-12,16:32:50,115,0.6,3.06,31
2024-09-12,16:32:50,115,0.6,3.06,31
2024-09-12,16:32:50,114,0.59,3.06,31
2024-09-12,16:32:50,114,0.59,3.06,31
2024-09-12,16:32:51,116,0.6,3.06,31
2024-09-12,16:32:51,115,0.6,3.06,31
2024-09-12,16:32:51,115,0.6,3.06,31
2024-09-12,16:32:51,115,0.6,3.06,31
2024-09-12,16:32:51,115,0.6,3.06,31
2024-09-12,16:32:51,114,0.6,1.53,31
2024-09-12,16:32:51,114,0.6,1.53,31
2024-09-12,16:32:51,116,0.66,1.53,31
2024-09-12,16:32:51,116,0.66,1.53,31
2024-09-12,16:32:51,116,0.67,1.53,31
2024-09-12,16:32:51,116,0.66,1.53,31
2024-09-12,16:32:51,116,0.66,1.53,31
2024-09-12,16:32:51,116,0.66,1.53,31
2024-09-12,16:32:51,114,0.65,1.53,31
2024-09-12,16:32:51,112,0.64,1.53,31
2024-09-12,16:32:51,112,0.64,1.53,31
2024-09-12,16:32:51,112,0.64,1.53,31
2024-09-12,16:32:51,111,0.63,1.53,31
2024-09-12,16:32:51,111,0.63,1.53,31
2024-09-12,16:32:51,109,0.62,1.53,31
2024-09-12,16:32:51,109,0.62,1.53,31
2024-09-12,16:32:51,107,0.6,1.53,31
2024-09-12,16:32:51,107,0.6,1.53,31
2024-09-12,16:32:51,105,0.59,1.53,31
2024-09-12,16:32:51,105,0.59,1.53,31
2024-09-12,16:32:51,105,0.59,1.53,31
2024-09-12,16:32:51,105,0.59,1.53,31
2024-09-12,16:32:52,105,0.59,1.53,31
2024-09-12,16:32:52,103,0.58,1.53,31
2024-09-12,16:43:01,0,0,0,31
2024-09-12,16:43:01,0,0,0,31
2024-09-12,16:43:01,0,0,0,31
2024-09-12,16:43:01,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:02,0,0,0,31
2024-09-12,16:43:03,0,0,0,31
2024-09-12,16:43:03,0,0,0,31
2024-09-12,16:43:03,0,0,0,31
2024-09-12,16:43:03,0,0,0,31
2024-09-12,16:43:03,0,0.01,0,31
2024-09-12,16:43:03,0,0.01,0,31
2024-09-12,16:43:03,1,0.01,0,31
2024-09-12,16:43:03,6,0.07,0,31
2024-09-12,16:43:03,6,0.07,0,31
2024-09-12,16:43:03,8,0.08,0,31
2024-09-12,16:43:03,8,0.08,0,31
2024-09-12,16:43:03,8,0.08,0,31
2024-09-12,16:43:03,9,0.08,0,31
2024-09-12,16:43:03,9,0.08,0,31
2024-09-12,16:43:03,9,0.08,0,31
2024-09-12,16:43:03,10,0.08,0,31
2024-09-12,16:43:03,10,0.08,0,31
2024-09-12,16:43:03,10,0.08,0,31
2024-09-12,16:43:03,10,0.08,1.3,31
2024-09-12,16:43:03,10,0.08,1.3,31
2024-09-12,16:43:03,10,0.08,1.3,31
2024-09-12,16:43:03,10,0.08,1.3,31
2024-09-12,16:43:03,10,0.08,1.3,31
2024-09-12,16:43:03,10,0.08,1.3,31
2024-09-12,16:43:03,10,0.08,1.3,31
2024-09-12,16:43:03,10,0.08,1.3,31
2024-09-12,16:43:03,10,0.08,1.3,31
2024-09-12,16:43:03,10,0.08,1.3,31
2024-09-12,16:43:04,10,0.08,1.3,31
2024-09-12,16:43:04,10,0.08,1.3,31
2024-09-12,16:43:04,10,0.08,1.3,31
2024-09-12,16:43:04,11,0.09,1.3,31
2024-09-12,16:43:04,11,0.09,1.3,31
2024-09-12,16:43:04,12,0.09,1.3,31
2024-09-12,16:43:04,12,0.09,1.3,31
2024-09-12,16:43:04,12,0.09,1.3,31
2024-09-12,16:43:04,12,0.09,1.3,31
2024-09-12,16:43:04,12,0.09,1.3,31
2024-09-12,16:43:04,12,0.09,1.3,31
2024-09-12,16:43:04,12,0.09,1.3,31
2024-09-12,16:43:04,12,0.09,1.3,31
2024-09-12,16:43:04,12,0.09,1.3,31
2024-09-12,16:43:04,12,0.09,1.3,31
2024-09-12,16:43:04,12,0.09,1.3,31
2024-09-12,16:43:04,12,0.09,1.3,31
2024-09-12,16:43:04,13,0.09,1.3,32
2024-09-12,16:43:04,13,0.09,1.3,32
2024-09-12,16:43:04,14,0.09,0.45,32
2024-09-12,16:43:04,16,0.1,0.45,32
2024-09-12,16:43:04,18,0.1,0.45,32
2024-09-12,16:43:04,18,0.1,0.45,32
2024-09-12,16:43:04,19,0.1,0.45,32
2024-09-12,16:43:04,19,0.1,0.45,32
2024-09-12,16:43:04,20,0.11,0.45,32
2024-09-12,16:43:04,20,0.11,0.45,32
2024-09-12,16:43:05,20,0.11,0.45,32
2024-09-12,16:43:05,21,0.11,0.45,32
2024-09-12,16:43:05,23,0.12,0.45,32
2024-09-12,16:43:05,23,0.12,0.45,32
2024-09-12,16:43:05,23,0.12,0.45,32
2024-09-12,16:43:05,23,0.12,0.45,32
2024-09-12,16:43:05,24,0.12,0.45,32
2024-09-12,16:43:05,24,0.12,0.45,32
2024-09-12,16:43:05,27,0.15,0.45,32
2024-09-12,16:43:05,27,0.15,0.45,32
2024-09-12,16:43:05,29,0.16,0.45,32
2024-09-12,16:43:05,29,0.16,0.45,32
2024-09-12,16:43:05,33,0.17,0.45,32
2024-09-12,16:43:05,33,0.17,0.45,32
2024-09-12,16:43:05,34,0.17,0.45,32
2024-09-12,16:43:05,34,0.17,0.45,32
2024-09-12,16:43:05,36,0.18,0.45,32
2024-09-12,16:43:05,36,0.18,0.45,32
2024-09-12,16:43:05,37,0.18,0.82,32
2024-09-12,16:43:05,37,0.18,0.82,32
2024-09-12,16:43:05,37,0.18,0.82,32
2024-09-12,16:43:05,38,0.18,0.82,32
2024-09-12,16:43:05,38,0.18,0.82,32
2024-09-12,16:43:05,39,0.18,0.82,32
2024-09-12,16:43:05,39,0.18,0.82,32
2024-09-12,16:43:06,39,0.18,0.82,32
2024-09-12,16:43:06,40,0.19,0.82,32
2024-09-12,16:43:06,40,0.19,0.82,32
2024-09-12,16:43:06,42,0.2,0.82,32
2024-09-12,16:43:06,42,0.2,0.82,32
2024-09-12,16:43:06,42,0.2,0.82,32
2024-09-12,16:43:06,42,0.2,0.82,32
2024-09-12,16:43:06,42,0.2,0.82,32
2024-09-12,16:43:06,42,0.2,0.82,32
2024-09-12,16:43:06,42,0.2,0.82,32
2024-09-12,16:43:06,42,0.2,0.82,32
2024-09-12,16:43:06,42,0.2,0.82,32
2024-09-12,16:43:06,42,0.2,0.82,32
2024-09-12,16:43:06,42,0.19,0.82,31
2024-09-12,16:43:06,42,0.19,0.82,31
2024-09-12,16:43:06,42,0.19,0.82,31
2024-09-12,16:43:06,42,0.19,0.82,31
2024-09-12,16:43:06,42,0.19,0.82,31
2024-09-12,16:43:06,42,0.19,0.6,31
2024-09-12,16:43:06,42,0.19,0.6,31
2024-09-12,16:43:06,42,0.19,0.6,31
2024-09-12,16:43:06,43,0.19,0.6,31
2024-09-12,16:43:06,43,0.19,0.6,31
2024-09-12,16:43:06,48,0.24,0.6,31
2024-09-12,16:43:07,48,0.24,0.6,31
2024-09-12,16:43:07,49,0.24,0.6,31
2024-09-12,16:43:07,49,0.24,0.6,31
2024-09-12,16:43:07,49,0.24,0.6,31
2024-09-12,16:43:07,51,0.25,0.6,31
2024-09-12,16:43:07,51,0.25,0.6,31
2024-09-12,16:43:07,52,0.26,0.6,31
2024-09-12,16:43:07,52,0.26,0.6,31
2024-09-12,16:43:07,54,0.26,0.6,31
2024-09-12,16:43:07,54,0.26,0.6,31
2024-09-12,16:43:07,55,0.27,0.6,31
2024-09-12,16:43:07,55,0.27,0.6,31
2024-09-12,16:43:07,55,0.27,0.6,31
2024-09-12,16:43:07,55,0.27,0.6,31
2024-09-12,16:43:07,56,0.27,0.6,31
2024-09-12,16:43:07,56,0.27,0.6,31
2024-09-12,16:43:07,56,0.27,0.6,31
2024-09-12,16:43:07,57,0.27,0.6,31
2024-09-12,16:43:07,57,0.27,0.6,31
2024-09-12,16:43:07,57,0.27,0.6,31
2024-09-12,16:43:07,57,0.27,0.6,31
2024-09-12,16:43:07,57,0.27,0.6,31
2024-09-12,16:43:07,59,0.29,1.6,31
2024-09-12,16:43:07,59,0.29,1.6,31
2024-09-12,16:43:07,59,0.29,1.6,31
2024-09-12,16:43:07,59,0.28,1.6,31
2024-09-12,16:43:08,59,0.28,1.6,31
2024-09-12,16:43:08,59,0.28,1.6,31
2024-09-12,16:43:08,58,0.28,1.6,31
2024-09-12,16:43:08,58,0.28,1.6,31
2024-09-12,16:43:08,58,0.28,1.6,31
2024-09-12,16:43:08,58,0.28,1.6,31
2024-09-12,16:43:08,58,0.27,1.6,31
2024-09-12,16:43:08,58,0.27,1.6,31
2024-09-12,16:43:08,57,0.27,1.6,31
2024-09-12,16:43:08,57,0.27,1.6,31
2024-09-12,16:43:08,57,0.27,1.6,31
2024-09-12,16:43:08,57,0.27,1.6,31
2024-09-12,16:43:08,57,0.27,1.6,31
2024-09-12,16:43:08,57,0.27,1.6,31
2024-09-12,16:43:08,57,0.27,1.6,31
2024-09-12,16:43:08,57,0.27,1.6,31
2024-09-12,16:43:08,57,0.27,1.6,31
2024-09-12,16:43:08,64,0.34,1.6,31
2024-09-12,16:43:08,64,0.34,1.6,31
2024-09-12,16:43:08,64,0.34,1.6,31
2024-09-12,16:43:08,66,0.36,1.6,31
2024-09-12,16:43:08,66,0.36,1.6,31
2024-09-12,16:43:08,67,0.35,1.6,31
2024-09-12,16:43:08,67,0.35,1.6,31
2024-09-12,16:43:08,71,0.38,2.69,31
2024-09-12,16:43:08,71,0.38,2.69,31
2024-09-12,16:43:08,71,0.38,2.69,31
2024-09-12,16:43:08,74,0.38,2.69,31
2024-09-12,16:43:08,74,0.38,2.69,31
2024-09-12,16:43:09,78,0.41,2.69,31
2024-09-12,16:43:09,78,0.41,2.69,31
2024-09-12,16:43:09,80,0.41,2.69,31
2024-09-12,16:43:09,80,0.41,2.69,31
2024-09-12,16:43:09,80,0.41,2.69,31
2024-09-12,16:43:09,83,0.44,2.69,31
2024-09-12,16:43:09,83,0.44,2.69,31
2024-09-12,16:43:09,86,0.44,2.69,31
2024-09-12,16:43:09,86,0.44,2.69,31
2024-09-12,16:43:09,86,0.44,2.69,31
2024-09-12,16:43:09,89,0.47,2.69,31
2024-09-12,16:43:09,89,0.47,2.69,31
2024-09-12,16:43:09,96,0.54,2.69,31
2024-09-12,16:43:09,96,0.54,2.69,31
2024-09-12,16:43:09,97,0.54,2.69,31
2024-09-12,16:43:09,97,0.54,2.69,31
2024-09-12,16:43:09,99,0.55,2.69,31
2024-09-12,16:43:09,99,0.55,2.69,31
2024-09-12,16:43:09,100,0.55,2.69,31
2024-09-12,16:43:09,100,0.55,2.69,31
2024-09-12,16:43:09,103,0.56,2.69,32
2024-09-12,16:43:09,103,0.56,2.69,32
2024-09-12,16:43:09,103,0.56,2.69,32
2024-09-12,16:43:09,103,0.56,2.69,32
2024-09-12,16:43:09,105,0.57,2.79,32
2024-09-12,16:43:09,108,0.58,2.79,32
2024-09-12,16:43:09,108,0.58,2.79,32
2024-09-12,16:43:09,108,0.58,2.79,32
2024-09-12,16:43:10,110,0.6,2.79,32
2024-09-12,16:43:10,113,0.61,2.79,32
2024-09-12,16:43:10,113,0.61,2.79,32
2024-09-12,16:43:10,114,0.61,2.79,32
2024-09-12,16:43:10,114,0.61,2.79,32
2024-09-12,16:43:10,114,0.61,2.79,32
2024-09-12,16:43:10,123,0.7,2.79,32
2024-09-12,16:43:10,125,0.71,2.79,32
2024-09-12,16:43:10,125,0.71,2.79,32
2024-09-12,16:43:10,125,0.71,2.79,32
2024-09-12,16:43:10,125,0.71,2.79,32
2024-09-12,16:43:10,125,0.71,2.79,32
2024-09-12,16:43:10,126,0.71,2.79,32
2024-09-12,16:43:10,126,0.71,2.79,32
2024-09-12,16:43:10,126,0.71,2.79,32
2024-09-12,16:43:10,126,0.71,2.79,32
2024-09-12,16:43:10,127,0.71,2.79,31
2024-09-12,16:43:10,127,0.71,2.79,31
2024-09-12,16:43:10,127,0.71,2.79,31
2024-09-12,16:43:10,129,0.71,2.79,31
2024-09-12,16:43:10,129,0.71,2.79,31
2024-09-12,16:43:10,129,0.71,4.42,32
2024-09-12,16:43:10,129,0.71,4.42,32
2024-09-12,16:43:10,129,0.71,4.42,32
2024-09-12,16:43:10,129,0.71,4.42,32
2024-09-12,16:43:11,131,0.72,4.42,32
2024-09-12,16:43:11,131,0.72,4.42,32
2024-09-12,16:43:11,137,0.79,4.42,32
2024-09-12,16:43:11,137,0.79,4.42,32
2024-09-12,16:43:11,137,0.79,4.42,32
2024-09-12,16:43:11,138,0.8,4.42,32
2024-09-12,16:43:11,139,0.8,4.42,32
2024-09-12,16:43:11,142,0.8,4.42,32
2024-09-12,16:43:11,142,0.8,4.42,32
2024-09-12,16:43:11,142,0.8,4.42,32
2024-09-12,16:43:11,143,0.8,4.42,32
2024-09-12,16:43:11,143,0.8,4.42,32
2024-09-12,16:43:11,143,0.79,4.42,32
2024-09-12,16:43:11,145,0.8,4.42,32
2024-09-12,16:43:11,145,0.8,4.42,32
2024-09-12,16:43:11,145,0.8,4.42,32
2024-09-12,16:43:11,145,0.8,4.42,32
2024-09-12,16:43:11,145,0.8,4.42,32
2024-09-12,16:43:11,145,0.8,4.42,32
2024-09-12,16:43:11,145,0.8,4.42,32
2024-09-12,16:43:11,146,0.8,4.42,32
2024-09-12,16:43:11,146,0.8,4.42,32
2024-09-12,16:43:11,146,0.8,4.42,32
2024-09-12,16:43:11,150,0.87,4.42,31
2024-09-12,16:43:12,150,0.87,4.42,31
2024-09-12,16:43:12,151,0.88,3.99,31
2024-09-12,16:43:12,151,0.88,3.99,31
2024-09-12,16:43:12,152,0.87,3.99,31
2024-09-12,16:43:12,152,0.87,3.99,31
2024-09-12,16:43:12,154,0.88,3.99,31
2024-09-12,16:43:12,154,0.87,3.99,31
2024-09-12,16:43:12,154,0.87,3.99,31
2024-09-12,16:43:12,156,0.88,3.99,31
2024-09-12,16:43:12,156,0.88,3.99,31
2024-09-12,16:43:12,156,0.87,3.99,31
2024-09-12,16:43:12,158,0.87,3.99,31
2024-09-12,16:43:12,158,0.87,3.99,31
2024-09-12,16:43:12,157,0.87,3.99,31
2024-09-12,16:43:12,157,0.87,3.99,31
2024-09-12,16:43:12,157,0.87,3.99,31
2024-09-12,16:43:12,157,0.87,3.99,31
2024-09-12,16:43:12,157,0.87,3.99,31
2024-09-12,16:43:12,157,0.87,3.99,31
2024-09-12,16:43:12,159,0.9,3.99,31
2024-09-12,16:43:12,159,0.9,3.99,31
2024-09-12,16:43:12,159,0.9,3.99,31
2024-09-12,16:43:12,158,0.89,3.99,31
2024-09-12,16:43:12,158,0.89,3.99,31
2024-09-12,16:43:12,159,0.89,3.99,31
2024-09-12,16:43:13,159,0.89,3.99,31
2024-09-12,16:43:13,159,0.89,2.31,31
2024-09-12,16:43:13,159,0.89,2.31,31
2024-09-12,16:43:13,159,0.88,2.31,31
2024-09-12,16:43:13,159,0.88,2.31,31
2024-09-12,16:43:13,159,0.88,2.31,31
2024-09-12,16:43:13,159,0.87,2.31,31
2024-09-12,16:43:13,159,0.87,2.31,31
2024-09-12,16:43:13,159,0.87,2.31,31
2024-09-12,16:43:13,159,0.87,2.31,31
2024-09-12,16:43:13,158,0.86,2.31,31
2024-09-12,16:43:13,158,0.86,2.31,31
2024-09-12,16:43:13,158,0.86,2.31,31
2024-09-12,16:43:13,158,0.86,2.31,31
2024-09-12,16:43:13,158,0.87,2.31,31
2024-09-12,16:43:13,165,0.94,2.31,31
2024-09-12,16:43:13,165,0.94,2.31,31
2024-09-12,16:43:13,165,0.94,2.31,31
2024-09-12,16:43:13,166,0.94,2.31,31
2024-09-12,16:43:13,166,0.94,2.31,31
2024-09-12,16:43:13,166,0.93,2.31,31
2024-09-12,16:43:13,166,0.93,2.31,31
2024-09-12,16:43:13,164,0.92,2.31,31
2024-09-12,16:43:13,164,0.92,2.31,31
2024-09-12,16:43:13,165,0.92,2.31,31
2024-09-12,16:43:14,165,0.92,2.31,31
2024-09-12,16:43:14,164,0.91,2.31,31
2024-09-12,16:43:14,164,0.91,2.31,31
2024-09-12,16:43:14,164,0.91,4.03,31
2024-09-12,16:43:14,164,0.9,4.03,31
2024-09-12,16:43:14,164,0.9,4.03,31
2024-09-12,16:43:14,165,0.91,4.03,31
2024-09-12,16:43:14,165,0.91,4.03,31
2024-09-12,16:43:14,165,0.91,4.03,31
2024-09-12,16:43:14,165,0.91,4.03,31
2024-09-12,16:43:14,165,0.9,4.03,31
2024-09-12,16:43:14,165,0.9,4.03,31
2024-09-12,16:43:14,164,0.91,4.03,31
2024-09-12,16:43:14,164,0.91,4.03,31
2024-09-12,16:43:14,167,0.93,4.03,31
2024-09-12,16:43:14,167,0.93,4.03,31
2024-09-12,16:43:14,167,0.93,4.03,31
2024-09-12,16:43:14,169,0.95,4.03,31
2024-09-12,16:43:14,169,0.95,4.03,31
2024-09-12,16:43:14,174,0.98,4.03,31
2024-09-12,16:43:14,174,0.98,4.03,31
2024-09-12,16:43:14,174,0.98,4.03,31
2024-09-12,16:43:14,178,1,4.03,31
2024-09-12,16:43:14,181,1.01,4.03,31
2024-09-12,16:43:14,181,1.01,4.03,31
2024-09-12,16:43:14,181,1.01,4.03,31
2024-09-12,16:43:14,187,1.04,4.03,31
2024-09-12,16:43:15,189,1.04,4.03,31
2024-09-12,16:43:15,189,1.04,4.03,31
2024-09-12,16:43:15,189,1.05,4.03,31
2024-09-12,16:43:15,189,1.05,4.03,31
2024-09-12,16:43:15,189,1.05,4.03,31
2024-09-12,16:43:15,187,1.03,2.57,31
2024-09-12,16:43:15,187,1.03,2.57,31
2024-09-12,16:43:15,187,1.03,2.57,31
2024-09-12,16:43:15,183,1.01,2.57,31
2024-09-12,16:43:15,183,1.01,2.57,31
2024-09-12,16:43:15,179,0.99,2.57,31
2024-09-12,16:43:15,179,0.99,2.57,31
2024-09-12,16:43:15,176,0.97,2.57,31
2024-09-12,16:43:15,176,0.97,2.57,31
2024-09-12,16:43:15,173,0.95,2.57,31
2024-09-12,16:43:15,173,0.95,2.57,31
2024-09-12,16:43:15,170,0.93,2.57,31
2024-09-12,16:43:15,167,0.91,2.57,31
2024-09-12,16:43:15,167,0.91,2.57,31
2024-09-12,16:43:15,165,0.9,2.57,31
2024-09-12,16:43:15,165,0.9,2.57,31
2024-09-12,16:43:15,162,0.88,2.57,31
2024-09-12,16:43:15,162,0.88,2.57,31
2024-09-12,16:43:15,159,0.86,2.57,31
2024-09-12,16:43:15,159,0.86,2.57,31
2024-09-12,16:43:15,159,0.86,2.57,31
2024-09-12,16:43:16,157,0.85,2.57,31
2024-09-12,16:43:16,157,0.85,2.57,31
2024-09-12,16:43:16,157,0.85,2.57,31
2024-09-12,16:43:16,153,0.83,2.57,31
2024-09-12,16:43:16,153,0.83,2.57,31
2024-09-12,16:43:16,150,0.81,0.38,31
2024-09-12,16:43:16,150,0.81,0.38,31
2024-09-12,16:43:16,148,0.79,0.38,31
